"title",year_published,"composer-author","normalized_title","artist","title_artist","date","time","timestamp","cover-src"
"A Mighty Fortress/Angels We Have Heard On High",1529,"Martin Luther","A Mighty Fortress/Angels We Have Heard On High","Amy Grant","A Mighty Fortress/Angels We Have Heard On High_Amy Grant","2018-12-03","12:00:00","2018-12-03 12:00:00","https://i.iheart.com/v3/catalog/track/467706?ops=fit(100,100)"
"Joy To The World",1719,"Isaac Watts, George Frideric Handel","Joy to the World","Anne Murray","Joy To The World_Anne Murray","2018-12-03","05:57:00","2018-12-03 05:57:00","https://i.iheart.com/v3/catalog/track/474325?ops=fit(100,100)"
"Joy To The World",1719,"Isaac Watts, George Frideric Handel","Joy to the World","Anne Murray","Joy To The World_Anne Murray","2018-12-02","21:07:00","2018-12-02 21:07:00","https://i.iheart.com/v3/catalog/track/474325?ops=fit(100,100)"
"Joy To The World",1719,"Isaac Watts, George Frideric Handel","Joy to the World","Anne Murray","Joy To The World_Anne Murray","2018-11-30","23:35:00","2018-11-30 23:35:00","https://i.iheart.com/v3/catalog/track/474325?ops=fit(100,100)"
"Joy to the World",1719,"Isaac Watts, George Frideric Handel","Joy to the World","Percy Faith & His Orchestra & Chorus","Joy to the World_Percy Faith & His Orchestra & Chorus","2018-12-05","08:43:00","2018-12-05 08:43:00","https://i.iheart.com/v3/catalog/track/4019044?ops=fit(100,100)"
"Joy to the World",1719,"Isaac Watts, George Frideric Handel","Joy to the World","Percy Faith & His Orchestra & Chorus","Joy to the World_Percy Faith & His Orchestra & Chorus","2018-12-04","10:20:00","2018-12-04 10:20:00","https://i.iheart.com/v3/catalog/track/4019044?ops=fit(100,100)"
"Joy to the World",1719,"Isaac Watts, George Frideric Handel","Joy to the World","Percy Faith & His Orchestra & Chorus","Joy to the World_Percy Faith & His Orchestra & Chorus","2018-12-04","06:09:00","2018-12-04 06:09:00","https://i.iheart.com/v3/catalog/track/4019044?ops=fit(100,100)"
"Joy to the World",1719,"Isaac Watts, George Frideric Handel","Joy to the World","Percy Faith & His Orchestra & Chorus","Joy to the World_Percy Faith & His Orchestra & Chorus","2018-12-03","09:53:00","2018-12-03 09:53:00","https://i.iheart.com/v3/catalog/track/4019044?ops=fit(100,100)"
"Joy to the World",1719,"Isaac Watts, George Frideric Handel","Joy to the World","Percy Faith & His Orchestra & Chorus","Joy to the World_Percy Faith & His Orchestra & Chorus","2018-12-03","01:09:00","2018-12-03 01:09:00","https://i.iheart.com/v3/catalog/track/4019044?ops=fit(100,100)"
"Joy to the World",1719,"Isaac Watts, George Frideric Handel","Joy to the World","Percy Faith & His Orchestra & Chorus","Joy to the World_Percy Faith & His Orchestra & Chorus","2018-12-01","17:25:00","2018-12-01 17:25:00","https://i.iheart.com/v3/catalog/track/4019044?ops=fit(100,100)"
"Joy to the World",1719,"Isaac Watts, George Frideric Handel","Joy to the World","Percy Faith & His Orchestra & Chorus","Joy to the World_Percy Faith & His Orchestra & Chorus","2018-12-01","11:02:00","2018-12-01 11:02:00","https://i.iheart.com/v3/catalog/track/4019044?ops=fit(100,100)"
"Joy To The World",1719,"Isaac Watts, George Frideric Handel","Joy to the World","Train","Joy To The World_Train","2018-12-05","04:31:00","2018-12-05 04:31:00","https://i.iheart.com/v3/catalog/track/19567928?ops=fit(100,100)"
"Joy To The World",1719,"Isaac Watts, George Frideric Handel","Joy to the World","Train","Joy To The World_Train","2018-12-04","04:58:00","2018-12-04 04:58:00","https://i.iheart.com/v3/catalog/track/19567928?ops=fit(100,100)"
"Joy To The World",1719,"Isaac Watts, George Frideric Handel","Joy to the World","Train","Joy To The World_Train","2018-12-04","00:17:00","2018-12-04 00:17:00","https://i.iheart.com/v3/catalog/track/19567928?ops=fit(100,100)"
"Joy To The World",1719,"Isaac Watts, George Frideric Handel","Joy to the World","Train","Joy To The World_Train","2018-12-03","03:08:00","2018-12-03 03:08:00","https://i.iheart.com/v3/catalog/track/19567928?ops=fit(100,100)"
"Joy To The World",1719,"Isaac Watts, George Frideric Handel","Joy to the World","Train","Joy To The World_Train","2018-12-03","03:40:00","2018-12-03 03:40:00","https://i.iheart.com/v3/catalog/track/19567928?ops=fit(100,100)"
"Joy To The World",1719,"Isaac Watts, George Frideric Handel","Joy to the World","Train","Joy To The World_Train","2018-12-02","04:24:00","2018-12-02 04:24:00","https://i.iheart.com/v3/catalog/track/19567928?ops=fit(100,100)"
"Joy To The World",1719,"Isaac Watts, George Frideric Handel","Joy to the World","Train","Joy To The World_Train","2018-12-01","04:08:00","2018-12-01 04:08:00","https://i.iheart.com/v3/catalog/track/19567928?ops=fit(100,100)"
"Joy To The World",1719,"Isaac Watts, George Frideric Handel","Joy to the World","Train","Joy To The World_Train","2018-12-01","00:24:00","2018-12-01 00:24:00","https://i.iheart.com/v3/catalog/track/19567928?ops=fit(100,100)"
"Joy To The World!",1719,"Isaac Watts, George Frideric Handel","Joy to the World","Faith Hill","Joy To The World!_Faith Hill","2018-12-03","01:19:00","2018-12-03 01:19:00","https://i.iheart.com/v3/catalog/track/1061392?ops=fit(100,100)"
"Joy To The World!",1719,"Isaac Watts, George Frideric Handel","Joy to the World","Faith Hill","Joy To The World!_Faith Hill","2018-12-02","02:43:00","2018-12-02 02:43:00","https://i.iheart.com/v3/catalog/track/1061392?ops=fit(100,100)"
"Hark! The Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Amy Grant","Hark! The Herald Angels Sing_Amy Grant","2018-12-05","12:29:00","2018-12-05 12:29:00","https://i.iheart.com/v3/catalog/track/530181?ops=fit(100,100)"
"Hark! The Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Amy Grant","Hark! The Herald Angels Sing_Amy Grant","2018-12-04","18:17:00","2018-12-04 18:17:00","https://i.iheart.com/v3/catalog/track/530181?ops=fit(100,100)"
"Hark! The Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Amy Grant","Hark! The Herald Angels Sing_Amy Grant","2018-12-04","10:32:00","2018-12-04 10:32:00","https://i.iheart.com/v3/catalog/track/530181?ops=fit(100,100)"
"Hark! The Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Amy Grant","Hark! The Herald Angels Sing_Amy Grant","2018-12-03","08:25:00","2018-12-03 08:25:00","https://i.iheart.com/v3/catalog/track/530181?ops=fit(100,100)"
"Hark! The Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Amy Grant","Hark! The Herald Angels Sing_Amy Grant","2018-12-02","09:16:00","2018-12-02 09:16:00","https://i.iheart.com/v3/catalog/track/530181?ops=fit(100,100)"
"Hark! The Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Amy Grant","Hark! The Herald Angels Sing_Amy Grant","2018-12-01","17:07:00","2018-12-01 17:07:00","https://i.iheart.com/v3/catalog/track/530181?ops=fit(100,100)"
"Hark! The Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Carrie Underwood","Hark! The Herald Angels Sing_Carrie Underwood","2018-12-04","07:49:00","2018-12-04 07:49:00","https://i.iheart.com/v3/catalog/track/23900673?ops=fit(100,100)"
"Hark! The Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Carrie Underwood","Hark! The Herald Angels Sing_Carrie Underwood","2018-12-03","22:33:00","2018-12-03 22:33:00","https://i.iheart.com/v3/catalog/track/23900673?ops=fit(100,100)"
"Hark! The Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Carrie Underwood","Hark! The Herald Angels Sing_Carrie Underwood","2018-12-03","05:04:00","2018-12-03 05:04:00","https://i.iheart.com/v3/catalog/track/23900673?ops=fit(100,100)"
"Hark! The Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Carrie Underwood","Hark! The Herald Angels Sing_Carrie Underwood","2018-12-02","12:53:00","2018-12-02 12:53:00","https://i.iheart.com/v3/catalog/track/23900673?ops=fit(100,100)"
"Hark! The Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Carrie Underwood","Hark! The Herald Angels Sing_Carrie Underwood","2018-12-01","19:56:00","2018-12-01 19:56:00","https://i.iheart.com/v3/catalog/track/23900673?ops=fit(100,100)"
"Hark! The Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Frank Sinatra","Hark! The Herald Angels Sing_Frank Sinatra","2018-12-05","05:13:00","2018-12-05 05:13:00","https://i.iheart.com/v3/catalog/track/57627639?ops=fit(100,100)"
"Hark! The Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Frank Sinatra","Hark! The Herald Angels Sing_Frank Sinatra","2018-12-04","21:54:00","2018-12-04 21:54:00","https://i.iheart.com/v3/catalog/track/57627639?ops=fit(100,100)"
"Hark! The Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Frank Sinatra","Hark! The Herald Angels Sing_Frank Sinatra","2018-12-03","12:25:00","2018-12-03 12:25:00","https://i.iheart.com/v3/catalog/track/57627639?ops=fit(100,100)"
"Hark! The Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Frank Sinatra","Hark! The Herald Angels Sing_Frank Sinatra","2018-12-01","22:52:00","2018-12-01 22:52:00","https://i.iheart.com/v3/catalog/track/57627639?ops=fit(100,100)"
"Hark! The Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Frank Sinatra","Hark! The Herald Angels Sing_Frank Sinatra","2018-11-30","18:47:00","2018-11-30 18:47:00","https://i.iheart.com/v3/catalog/track/57627639?ops=fit(100,100)"
"Hark! The Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Jewel","Hark! The Herald Angels Sing_Jewel","2018-12-05","01:42:00","2018-12-05 01:42:00","https://i.iheart.com/v3/catalog/track/10909847?ops=fit(100,100)"
"Hark! The Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Jewel","Hark! The Herald Angels Sing_Jewel","2018-12-04","03:26:00","2018-12-04 03:26:00","https://i.iheart.com/v3/catalog/track/10909847?ops=fit(100,100)"
"Hark! The Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Jewel","Hark! The Herald Angels Sing_Jewel","2018-12-03","02:57:00","2018-12-03 02:57:00","https://i.iheart.com/v3/catalog/track/10909847?ops=fit(100,100)"
"Hark! The Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Jewel","Hark! The Herald Angels Sing_Jewel","2018-12-02","02:07:00","2018-12-02 02:07:00","https://i.iheart.com/v3/catalog/track/10909847?ops=fit(100,100)"
"Hark! The Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Jewel","Hark! The Herald Angels Sing_Jewel","2018-12-01","03:24:00","2018-12-01 03:24:00","https://i.iheart.com/v3/catalog/track/10909847?ops=fit(100,100)"
"Hark! the Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Nat King Cole","Hark! the Herald Angels Sing_Nat King Cole","2018-12-05","10:55:00","2018-12-05 10:55:00","https://i.iheart.com/v3/catalog/track/58376322?ops=fit(100,100)"
"Hark! the Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Nat King Cole","Hark! the Herald Angels Sing_Nat King Cole","2018-12-03","21:15:00","2018-12-03 21:15:00","https://i.iheart.com/v3/catalog/track/58376322?ops=fit(100,100)"
"Hark! the Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Nat King Cole","Hark! the Herald Angels Sing_Nat King Cole","2018-12-03","08:54:00","2018-12-03 08:54:00","https://i.iheart.com/v3/catalog/track/58376322?ops=fit(100,100)"
"Hark! the Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Nat King Cole","Hark! the Herald Angels Sing_Nat King Cole","2018-12-02","22:25:00","2018-12-02 22:25:00","https://i.iheart.com/v3/catalog/track/58376322?ops=fit(100,100)"
"Hark! the Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Nat King Cole","Hark! the Herald Angels Sing_Nat King Cole","2018-12-02","06:20:00","2018-12-02 06:20:00","https://i.iheart.com/v3/catalog/track/58376322?ops=fit(100,100)"
"Hark! the Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Nat King Cole","Hark! the Herald Angels Sing_Nat King Cole","2018-12-01","14:54:00","2018-12-01 14:54:00","https://i.iheart.com/v3/catalog/track/58376322?ops=fit(100,100)"
"Hark! The Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Percy Faith & His Orchestra & Chorus","Hark! The Herald Angels Sing_Percy Faith & His Orchestra & Chorus","2018-12-04","13:54:00","2018-12-04 13:54:00","https://i.iheart.com/v3/catalog/track/4019063?ops=fit(100,100)"
"Hark! The Herald Angels Sing",1739,"Charles Wesley, Felix Mendelssohn","Hark! The Herald Angels Sing","Percy Faith & His Orchestra & Chorus","Hark! The Herald Angels Sing_Percy Faith & His Orchestra & Chorus","2018-12-01","08:48:00","2018-12-01 08:48:00","https://i.iheart.com/v3/catalog/track/4019063?ops=fit(100,100)"
"Messiah Hwv 56: Hallelujah (Part 2)",1741,"George Frideric Handel","Messiah Hwv 56: Hallelujah (Part 2)","Boston Pops Orchestra","Messiah Hwv 56: Hallelujah (Part 2)_Boston Pops Orchestra","2018-12-04","05:36:00","2018-12-04 05:36:00","https://i.iheart.com/v3/catalog/track/757637?ops=fit(100,100)"
"Messiah Hwv 56: Hallelujah (Part 2)",1741,"George Frideric Handel","Messiah Hwv 56: Hallelujah (Part 2)","Boston Pops Orchestra","Messiah Hwv 56: Hallelujah (Part 2)_Boston Pops Orchestra","2018-12-02","09:58:00","2018-12-02 09:58:00","https://i.iheart.com/v3/catalog/track/757637?ops=fit(100,100)"
"Messiah Hwv 56: Hallelujah (Part 2)",1741,"George Frideric Handel","Messiah Hwv 56: Hallelujah (Part 2)","Boston Pops Orchestra","Messiah Hwv 56: Hallelujah (Part 2)_Boston Pops Orchestra","2018-12-01","09:20:00","2018-12-01 09:20:00","https://i.iheart.com/v3/catalog/track/757637?ops=fit(100,100)"
"Adeste Fideles",1751,"Traditional","O Come All Ye Faithful","Nat King Cole","Adeste Fideles_Nat King Cole","2018-12-03","20:29:00","2018-12-03 20:29:00","https://i.iheart.com/v3/catalog/track/37076887?ops=fit(100,100)"
"Adeste Fideles",1751,"Traditional","O Come All Ye Faithful","Nat King Cole","Adeste Fideles_Nat King Cole","2018-12-02","16:22:00","2018-12-02 16:22:00","https://i.iheart.com/v3/catalog/track/37076887?ops=fit(100,100)"
"Adeste Fideles (O Come All Ye Faithful)",1751,"Traditional","O Come All Ye Faithful","Celine Dion","Adeste Fideles (O Come All Ye Faithful)_Celine Dion","2018-12-05","18:03:00","2018-12-05 18:03:00","https://i.iheart.com/v3/catalog/track/52797386?ops=fit(100,100)"
"Adeste Fideles (O Come All Ye Faithful)",1751,"Traditional","O Come All Ye Faithful","Celine Dion","Adeste Fideles (O Come All Ye Faithful)_Celine Dion","2018-12-04","16:00:00","2018-12-04 16:00:00","https://i.iheart.com/v3/catalog/track/52797386?ops=fit(100,100)"
"Adeste Fideles (O Come All Ye Faithful)",1751,"Traditional","O Come All Ye Faithful","Celine Dion","Adeste Fideles (O Come All Ye Faithful)_Celine Dion","2018-12-03","13:20:00","2018-12-03 13:20:00","https://i.iheart.com/v3/catalog/track/52797386?ops=fit(100,100)"
"Adeste Fideles (O Come All Ye Faithful)",1751,"Traditional","O Come All Ye Faithful","Celine Dion","Adeste Fideles (O Come All Ye Faithful)_Celine Dion","2018-12-03","09:03:00","2018-12-03 09:03:00","https://i.iheart.com/v3/catalog/track/52797386?ops=fit(100,100)"
"Adeste Fideles (O Come All Ye Faithful)",1751,"Traditional","O Come All Ye Faithful","Celine Dion","Adeste Fideles (O Come All Ye Faithful)_Celine Dion","2018-12-01","19:07:00","2018-12-01 19:07:00","https://i.iheart.com/v3/catalog/track/52797386?ops=fit(100,100)"
"Adeste Fideles (O Come All Ye Faithful)",1751,"Traditional","O Come All Ye Faithful","Celine Dion","Adeste Fideles (O Come All Ye Faithful)_Celine Dion","2018-12-01","11:50:00","2018-12-01 11:50:00","https://i.iheart.com/v3/catalog/track/52797386?ops=fit(100,100)"
"Adeste Fideles (O Come All Ye Faithful)",1751,"Traditional","O Come All Ye Faithful","Celine Dion","Adeste Fideles (O Come All Ye Faithful)_Celine Dion","2018-11-30","18:03:00","2018-11-30 18:03:00","https://i.iheart.com/v3/catalog/track/52797386?ops=fit(100,100)"
"O Come, All Ye Faithful",1751,"Traditional","O Come All Ye Faithful","Faith Hill","O Come, All Ye Faithful_Faith Hill","2018-12-03","02:16:00","2018-12-03 02:16:00","https://i.iheart.com/v3/catalog/track/1061396?ops=fit(100,100)"
"God Rest Ye Merry Gentlemen",1760,"Unknown","God Rest Ye Merry Gentlemen","Kenny Rogers","God Rest Ye Merry Gentlemen_Kenny Rogers","2018-12-03","04:59:00","2018-12-03 04:59:00","https://i.iheart.com/v3/catalog/track/1022110?ops=fit(100,100)"
"God Rest Ye Merry Gentlemen",1760,"Unknown","God Rest Ye Merry Gentlemen","Kenny Rogers","God Rest Ye Merry Gentlemen_Kenny Rogers","2018-12-02","01:41:00","2018-12-02 01:41:00","https://i.iheart.com/v3/catalog/track/1022110?ops=fit(100,100)"
"God Rest Ye Merry Gentlemen",1760,"Unknown","God Rest Ye Merry Gentlemen","Kenny Rogers","God Rest Ye Merry Gentlemen_Kenny Rogers","2018-12-01","02:56:00","2018-12-01 02:56:00","https://i.iheart.com/v3/catalog/track/1022110?ops=fit(100,100)"
"God Rest Ye Merry Gentlemen (feat. Sarah McLachlan)",1760,"Unknown","God Rest Ye Merry Gentlemen","Barenaked Ladies","God Rest Ye Merry Gentlemen (feat. Sarah McLachlan)_Barenaked Ladies","2018-12-05","02:17:00","2018-12-05 02:17:00","https://i.iheart.com/v3/catalog/track/47088801?ops=fit(100,100)"
"God Rest Ye Merry Gentlemen (feat. Sarah McLachlan)",1760,"Unknown","God Rest Ye Merry Gentlemen","Barenaked Ladies","God Rest Ye Merry Gentlemen (feat. Sarah McLachlan)_Barenaked Ladies","2018-12-05","00:30:00","2018-12-05 00:30:00","https://i.iheart.com/v3/catalog/track/47088801?ops=fit(100,100)"
"God Rest Ye Merry Gentlemen (feat. Sarah McLachlan)",1760,"Unknown","God Rest Ye Merry Gentlemen","Barenaked Ladies","God Rest Ye Merry Gentlemen (feat. Sarah McLachlan)_Barenaked Ladies","2018-12-04","03:14:00","2018-12-04 03:14:00","https://i.iheart.com/v3/catalog/track/47088801?ops=fit(100,100)"
"God Rest Ye Merry Gentlemen (feat. Sarah McLachlan)",1760,"Unknown","God Rest Ye Merry Gentlemen","Barenaked Ladies","God Rest Ye Merry Gentlemen (feat. Sarah McLachlan)_Barenaked Ladies","2018-12-04","01:22:00","2018-12-04 01:22:00","https://i.iheart.com/v3/catalog/track/47088801?ops=fit(100,100)"
"God Rest Ye Merry Gentlemen (feat. Sarah McLachlan)",1760,"Unknown","God Rest Ye Merry Gentlemen","Barenaked Ladies","God Rest Ye Merry Gentlemen (feat. Sarah McLachlan)_Barenaked Ladies","2018-12-03","04:52:00","2018-12-03 04:52:00","https://i.iheart.com/v3/catalog/track/47088801?ops=fit(100,100)"
"God Rest Ye Merry Gentlemen (feat. Sarah McLachlan)",1760,"Unknown","God Rest Ye Merry Gentlemen","Barenaked Ladies","God Rest Ye Merry Gentlemen (feat. Sarah McLachlan)_Barenaked Ladies","2018-12-03","02:38:00","2018-12-03 02:38:00","https://i.iheart.com/v3/catalog/track/47088801?ops=fit(100,100)"
"God Rest Ye Merry Gentlemen (feat. Sarah McLachlan)",1760,"Unknown","God Rest Ye Merry Gentlemen","Barenaked Ladies","God Rest Ye Merry Gentlemen (feat. Sarah McLachlan)_Barenaked Ladies","2018-12-03","03:28:00","2018-12-03 03:28:00","https://i.iheart.com/v3/catalog/track/47088801?ops=fit(100,100)"
"God Rest Ye Merry Gentlemen (feat. Sarah McLachlan)",1760,"Unknown","God Rest Ye Merry Gentlemen","Barenaked Ladies","God Rest Ye Merry Gentlemen (feat. Sarah McLachlan)_Barenaked Ladies","2018-12-02","00:18:00","2018-12-02 00:18:00","https://i.iheart.com/v3/catalog/track/47088801?ops=fit(100,100)"
"God Rest Ye Merry Gentlemen (feat. Sarah McLachlan)",1760,"Unknown","God Rest Ye Merry Gentlemen","Barenaked Ladies","God Rest Ye Merry Gentlemen (feat. Sarah McLachlan)_Barenaked Ladies","2018-12-01","03:46:00","2018-12-01 03:46:00","https://i.iheart.com/v3/catalog/track/47088801?ops=fit(100,100)"
"God Rest Ye Merry Gentlemen (feat. Sarah McLachlan)",1760,"Unknown","God Rest Ye Merry Gentlemen","Barenaked Ladies","God Rest Ye Merry Gentlemen (feat. Sarah McLachlan)_Barenaked Ladies","2018-12-01","00:36:00","2018-12-01 00:36:00","https://i.iheart.com/v3/catalog/track/47088801?ops=fit(100,100)"
"God Rest Ye Merry, Gentlemen",1760,"Unknown","God Rest Ye Merry Gentlemen","Chicago","God Rest Ye Merry, Gentlemen_Chicago","2018-12-05","04:47:00","2018-12-05 04:47:00","https://i.iheart.com/v3/catalog/track/1034590?ops=fit(100,100)"
"God Rest Ye Merry, Gentlemen",1760,"Unknown","God Rest Ye Merry Gentlemen","Chicago","God Rest Ye Merry, Gentlemen_Chicago","2018-12-04","02:19:00","2018-12-04 02:19:00","https://i.iheart.com/v3/catalog/track/1034590?ops=fit(100,100)"
"God Rest Ye Merry, Gentlemen",1760,"Unknown","God Rest Ye Merry Gentlemen","Chicago","God Rest Ye Merry, Gentlemen_Chicago","2018-12-03","03:59:00","2018-12-03 03:59:00","https://i.iheart.com/v3/catalog/track/1034590?ops=fit(100,100)"
"God Rest Ye Merry, Gentlemen",1760,"Unknown","God Rest Ye Merry Gentlemen","Chicago","God Rest Ye Merry, Gentlemen_Chicago","2018-12-02","02:58:00","2018-12-02 02:58:00","https://i.iheart.com/v3/catalog/track/1034590?ops=fit(100,100)"
"God Rest Ye Merry, Gentlemen",1760,"Unknown","God Rest Ye Merry Gentlemen","Chicago","God Rest Ye Merry, Gentlemen_Chicago","2018-12-01","01:44:00","2018-12-01 01:44:00","https://i.iheart.com/v3/catalog/track/1034590?ops=fit(100,100)"
"The Twelve Days of Christmas",1780,"Traditional","The Twelve Days of Christmas","Perry Como","The Twelve Days of Christmas_Perry Como","2018-12-04","10:03:00","2018-12-04 10:03:00","https://i.iheart.com/v3/catalog/track/2554952?ops=fit(100,100)"
"The Twelve Days of Christmas",1780,"Traditional","The Twelve Days of Christmas","Perry Como","The Twelve Days of Christmas_Perry Como","2018-12-02","10:56:00","2018-12-02 10:56:00","https://i.iheart.com/v3/catalog/track/2554952?ops=fit(100,100)"
"The Twelve Days Of Christmas",1780,"Traditional","The Twelve Days of Christmas","Ray Conniff","The Twelve Days Of Christmas_Ray Conniff","2018-12-05","12:02:00","2018-12-05 12:02:00","https://i.iheart.com/v3/catalog/track/2729896?ops=fit(100,100)"
"The Twelve Days Of Christmas",1780,"Traditional","The Twelve Days of Christmas","Ray Conniff","The Twelve Days Of Christmas_Ray Conniff","2018-12-04","19:52:00","2018-12-04 19:52:00","https://i.iheart.com/v3/catalog/track/2729896?ops=fit(100,100)"
"The Twelve Days Of Christmas",1780,"Traditional","The Twelve Days of Christmas","Ray Conniff","The Twelve Days Of Christmas_Ray Conniff","2018-12-04","08:37:00","2018-12-04 08:37:00","https://i.iheart.com/v3/catalog/track/2729896?ops=fit(100,100)"
"The Twelve Days Of Christmas",1780,"Traditional","The Twelve Days of Christmas","Ray Conniff","The Twelve Days Of Christmas_Ray Conniff","2018-12-02","18:08:00","2018-12-02 18:08:00","https://i.iheart.com/v3/catalog/track/2729896?ops=fit(100,100)"
"The Twelve Days Of Christmas",1780,"Traditional","The Twelve Days of Christmas","Ray Conniff","The Twelve Days Of Christmas_Ray Conniff","2018-12-01","23:25:00","2018-12-01 23:25:00","https://i.iheart.com/v3/catalog/track/2729896?ops=fit(100,100)"
"The Twelve Days Of Christmas",1780,"Traditional","The Twelve Days of Christmas","Ray Conniff","The Twelve Days Of Christmas_Ray Conniff","2018-12-01","10:35:00","2018-12-01 10:35:00","https://i.iheart.com/v3/catalog/track/2729896?ops=fit(100,100)"
"The First Noël",1823,"John Stainer, Unknown","The First Noel","Andy Williams","The First Noël_Andy Williams","2018-12-05","16:47:00","2018-12-05 16:47:00","https://i.iheart.com/v3/catalog/track/2020289?ops=fit(100,100)"
"The First Noël",1823,"John Stainer, Unknown","The First Noel","Andy Williams","The First Noël_Andy Williams","2018-12-04","08:56:00","2018-12-04 08:56:00","https://i.iheart.com/v3/catalog/track/2020289?ops=fit(100,100)"
"The First Noël",1823,"John Stainer, Unknown","The First Noel","Andy Williams","The First Noël_Andy Williams","2018-12-03","20:07:00","2018-12-03 20:07:00","https://i.iheart.com/v3/catalog/track/2020289?ops=fit(100,100)"
"The First Noël",1823,"John Stainer, Unknown","The First Noel","Andy Williams","The First Noël_Andy Williams","2018-12-02","12:38:00","2018-12-02 12:38:00","https://i.iheart.com/v3/catalog/track/2020289?ops=fit(100,100)"
"The First Noël",1823,"John Stainer, Unknown","The First Noel","Andy Williams","The First Noël_Andy Williams","2018-12-01","23:34:00","2018-12-01 23:34:00","https://i.iheart.com/v3/catalog/track/2020289?ops=fit(100,100)"
"The First Noël",1823,"John Stainer, Unknown","The First Noel","Andy Williams","The First Noël_Andy Williams","2018-11-30","16:47:00","2018-11-30 16:47:00","https://i.iheart.com/v3/catalog/track/2020289?ops=fit(100,100)"
"The First Noël (with Faith Hill)",1823,"John Stainer, Unknown","The First Noel","Josh Groban","The First Noël (with Faith Hill)_Josh Groban","2018-12-05","08:24:00","2018-12-05 08:24:00","https://i.iheart.com/v3/catalog/track/1062704?ops=fit(100,100)"
"The First Noël (with Faith Hill)",1823,"John Stainer, Unknown","The First Noel","Josh Groban","The First Noël (with Faith Hill)_Josh Groban","2018-12-05","01:59:00","2018-12-05 01:59:00","https://i.iheart.com/v3/catalog/track/1062704?ops=fit(100,100)"
"The First Noël (with Faith Hill)",1823,"John Stainer, Unknown","The First Noel","Josh Groban","The First Noël (with Faith Hill)_Josh Groban","2018-12-04","21:33:00","2018-12-04 21:33:00","https://i.iheart.com/v3/catalog/track/1062704?ops=fit(100,100)"
"The First Noël (with Faith Hill)",1823,"John Stainer, Unknown","The First Noel","Josh Groban","The First Noël (with Faith Hill)_Josh Groban","2018-12-04","10:39:00","2018-12-04 10:39:00","https://i.iheart.com/v3/catalog/track/1062704?ops=fit(100,100)"
"The First Noël (with Faith Hill)",1823,"John Stainer, Unknown","The First Noel","Josh Groban","The First Noël (with Faith Hill)_Josh Groban","2018-12-04","02:35:00","2018-12-04 02:35:00","https://i.iheart.com/v3/catalog/track/1062704?ops=fit(100,100)"
"The First Noël (with Faith Hill)",1823,"John Stainer, Unknown","The First Noel","Josh Groban","The First Noël (with Faith Hill)_Josh Groban","2018-12-03","14:08:00","2018-12-03 14:08:00","https://i.iheart.com/v3/catalog/track/1062704?ops=fit(100,100)"
