"title",year_published,"composer-author","normalized_title","artist","title_artist","date","time","timestamp","cover-src"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Amy Grant","Winter Wonderland_Amy Grant","2018-12-04","20:31:00","2018-12-04 20:31:00","https://i.iheart.com/v3/catalog/track/467693?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Amy Grant","Winter Wonderland_Amy Grant","2018-12-04","14:19:00","2018-12-04 14:19:00","https://i.iheart.com/v3/catalog/track/467693?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Amy Grant","Winter Wonderland_Amy Grant","2018-12-03","21:48:00","2018-12-03 21:48:00","https://i.iheart.com/v3/catalog/track/467693?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Amy Grant","Winter Wonderland_Amy Grant","2018-12-03","07:07:00","2018-12-03 07:07:00","https://i.iheart.com/v3/catalog/track/467693?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Amy Grant","Winter Wonderland_Amy Grant","2018-12-02","19:27:00","2018-12-02 19:27:00","https://i.iheart.com/v3/catalog/track/467693?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Amy Grant","Winter Wonderland_Amy Grant","2018-12-02","15:59:00","2018-12-02 15:59:00","https://i.iheart.com/v3/catalog/track/467693?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Amy Grant","Winter Wonderland_Amy Grant","2018-12-02","10:14:00","2018-12-02 10:14:00","https://i.iheart.com/v3/catalog/track/467693?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Amy Grant","Winter Wonderland_Amy Grant","2018-12-01","08:46:00","2018-12-01 08:46:00","https://i.iheart.com/v3/catalog/track/467693?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Amy Grant","Winter Wonderland_Amy Grant","2018-11-30","23:27:00","2018-11-30 23:27:00","https://i.iheart.com/v3/catalog/track/467693?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Andy Williams","Winter Wonderland_Andy Williams","2018-12-05","11:38:00","2018-12-05 11:38:00","https://i.iheart.com/v3/catalog/track/2596116?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Andy Williams","Winter Wonderland_Andy Williams","2018-12-04","23:08:00","2018-12-04 23:08:00","https://i.iheart.com/v3/catalog/track/2596116?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Andy Williams","Winter Wonderland_Andy Williams","2018-12-04","10:29:00","2018-12-04 10:29:00","https://i.iheart.com/v3/catalog/track/2596116?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Andy Williams","Winter Wonderland_Andy Williams","2018-12-04","06:20:00","2018-12-04 06:20:00","https://i.iheart.com/v3/catalog/track/2596116?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Andy Williams","Winter Wonderland_Andy Williams","2018-12-03","16:01:00","2018-12-03 16:01:00","https://i.iheart.com/v3/catalog/track/2596116?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Andy Williams","Winter Wonderland_Andy Williams","2018-12-02","15:03:00","2018-12-02 15:03:00","https://i.iheart.com/v3/catalog/track/2596116?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Andy Williams","Winter Wonderland_Andy Williams","2018-12-02","08:58:00","2018-12-02 08:58:00","https://i.iheart.com/v3/catalog/track/2596116?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Andy Williams","Winter Wonderland_Andy Williams","2018-12-01","14:05:00","2018-12-01 14:05:00","https://i.iheart.com/v3/catalog/track/2596116?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Barry Manilow","Winter Wonderland_Barry Manilow","2018-12-05","07:52:00","2018-12-05 07:52:00","https://i.iheart.com/v3/catalog/track/2611587?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Barry Manilow","Winter Wonderland_Barry Manilow","2018-12-03","00:39:00","2018-12-03 00:39:00","https://i.iheart.com/v3/catalog/track/2611587?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Barry Manilow","Winter Wonderland_Barry Manilow","2018-12-01","14:57:00","2018-12-01 14:57:00","https://i.iheart.com/v3/catalog/track/2611587?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Eurythmics","Winter Wonderland_Eurythmics","2018-12-04","17:25:00","2018-12-04 17:25:00","https://i.iheart.com/v3/catalog/track/818925?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Eurythmics","Winter Wonderland_Eurythmics","2018-12-04","08:27:00","2018-12-04 08:27:00","https://i.iheart.com/v3/catalog/track/818925?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Eurythmics","Winter Wonderland_Eurythmics","2018-12-03","05:31:00","2018-12-03 05:31:00","https://i.iheart.com/v3/catalog/track/818925?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Eurythmics","Winter Wonderland_Eurythmics","2018-12-03","07:23:00","2018-12-03 07:23:00","https://i.iheart.com/v3/catalog/track/818925?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Eurythmics","Winter Wonderland_Eurythmics","2018-12-02","22:30:00","2018-12-02 22:30:00","https://i.iheart.com/v3/catalog/track/818925?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Eurythmics","Winter Wonderland_Eurythmics","2018-12-01","11:07:00","2018-12-01 11:07:00","https://i.iheart.com/v3/catalog/track/818925?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Eurythmics","Winter Wonderland_Eurythmics","2018-11-30","20:26:00","2018-11-30 20:26:00","https://i.iheart.com/v3/catalog/track/818925?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Jewel","Winter Wonderland_Jewel","2018-12-05","15:28:00","2018-12-05 15:28:00","https://i.iheart.com/v3/catalog/track/10909843?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Jewel","Winter Wonderland_Jewel","2018-12-05","09:06:00","2018-12-05 09:06:00","https://i.iheart.com/v3/catalog/track/10909843?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Jewel","Winter Wonderland_Jewel","2018-12-05","03:28:00","2018-12-05 03:28:00","https://i.iheart.com/v3/catalog/track/10909843?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Jewel","Winter Wonderland_Jewel","2018-12-05","00:45:00","2018-12-05 00:45:00","https://i.iheart.com/v3/catalog/track/10909843?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Jewel","Winter Wonderland_Jewel","2018-12-04","11:10:00","2018-12-04 11:10:00","https://i.iheart.com/v3/catalog/track/10909843?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Jewel","Winter Wonderland_Jewel","2018-12-04","02:22:00","2018-12-04 02:22:00","https://i.iheart.com/v3/catalog/track/10909843?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Jewel","Winter Wonderland_Jewel","2018-12-03","02:04:00","2018-12-03 02:04:00","https://i.iheart.com/v3/catalog/track/10909843?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Jewel","Winter Wonderland_Jewel","2018-12-03","03:08:00","2018-12-03 03:08:00","https://i.iheart.com/v3/catalog/track/10909843?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Jewel","Winter Wonderland_Jewel","2018-12-02","03:02:00","2018-12-02 03:02:00","https://i.iheart.com/v3/catalog/track/10909843?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Jewel","Winter Wonderland_Jewel","2018-12-01","16:48:00","2018-12-01 16:48:00","https://i.iheart.com/v3/catalog/track/10909843?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Jewel","Winter Wonderland_Jewel","2018-12-01","09:49:00","2018-12-01 09:49:00","https://i.iheart.com/v3/catalog/track/10909843?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Jewel","Winter Wonderland_Jewel","2018-12-01","01:22:00","2018-12-01 01:22:00","https://i.iheart.com/v3/catalog/track/10909843?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Tony Bennett","Winter Wonderland_Tony Bennett","2018-12-05","06:37:00","2018-12-05 06:37:00","https://i.iheart.com/v3/catalog/track/13628527?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Tony Bennett","Winter Wonderland_Tony Bennett","2018-12-02","12:30:00","2018-12-02 12:30:00","https://i.iheart.com/v3/catalog/track/13628527?ops=fit(100,100)"
"Winter Wonderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Tony Bennett","Winter Wonderland_Tony Bennett","2018-12-01","19:51:00","2018-12-01 19:51:00","https://i.iheart.com/v3/catalog/track/13628527?ops=fit(100,100)"
"Winter Wounderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Perry Como","Winter Wounderland_Perry Como","2018-12-03","22:37:00","2018-12-03 22:37:00","https://i.iheart.com/v3/catalog/track/53777092?ops=fit(100,100)"
"Winter Wounderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Perry Como","Winter Wounderland_Perry Como","2018-12-03","09:28:00","2018-12-03 09:28:00","https://i.iheart.com/v3/catalog/track/53777092?ops=fit(100,100)"
"Winter Wounderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Perry Como","Winter Wounderland_Perry Como","2018-12-02","21:22:00","2018-12-02 21:22:00","https://i.iheart.com/v3/catalog/track/53777092?ops=fit(100,100)"
"Winter Wounderland",1934,"Felix Bernard, Richard B. Smith","Winter Wonderland","Perry Como","Winter Wounderland_Perry Como","2018-12-01","17:35:00","2018-12-01 17:35:00","https://i.iheart.com/v3/catalog/track/53777092?ops=fit(100,100)"
"Santa Claus Is Comin' To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Bruce Springsteen","Santa Claus Is Comin' To Town_Bruce Springsteen","2018-12-04","20:50:00","2018-12-04 20:50:00","https://i.iheart.com/v3/catalog/track/672699?ops=fit(100,100)"
"Santa Claus Is Comin' To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Bruce Springsteen","Santa Claus Is Comin' To Town_Bruce Springsteen","2018-12-04","10:22:00","2018-12-04 10:22:00","https://i.iheart.com/v3/catalog/track/672699?ops=fit(100,100)"
"Santa Claus Is Comin' To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Bruce Springsteen","Santa Claus Is Comin' To Town_Bruce Springsteen","2018-12-04","05:16:00","2018-12-04 05:16:00","https://i.iheart.com/v3/catalog/track/672699?ops=fit(100,100)"
"Santa Claus Is Comin' To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Bruce Springsteen","Santa Claus Is Comin' To Town_Bruce Springsteen","2018-12-03","09:17:00","2018-12-03 09:17:00","https://i.iheart.com/v3/catalog/track/672699?ops=fit(100,100)"
"Santa Claus Is Comin' To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Bruce Springsteen","Santa Claus Is Comin' To Town_Bruce Springsteen","2018-12-02","19:56:00","2018-12-02 19:56:00","https://i.iheart.com/v3/catalog/track/672699?ops=fit(100,100)"
"Santa Claus Is Comin' To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Faith Hill","Santa Claus Is Comin' To Town_Faith Hill","2018-12-05","03:04:00","2018-12-05 03:04:00","https://i.iheart.com/v3/catalog/track/1061394?ops=fit(100,100)"
"Santa Claus Is Comin' To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Faith Hill","Santa Claus Is Comin' To Town_Faith Hill","2018-12-04","04:47:00","2018-12-04 04:47:00","https://i.iheart.com/v3/catalog/track/1061394?ops=fit(100,100)"
"Santa Claus Is Comin' To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Faith Hill","Santa Claus Is Comin' To Town_Faith Hill","2018-12-03","03:31:00","2018-12-03 03:31:00","https://i.iheart.com/v3/catalog/track/1061394?ops=fit(100,100)"
"Santa Claus Is Comin' To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Faith Hill","Santa Claus Is Comin' To Town_Faith Hill","2018-12-03","02:50:00","2018-12-03 02:50:00","https://i.iheart.com/v3/catalog/track/1061394?ops=fit(100,100)"
"Santa Claus Is Comin' To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Faith Hill","Santa Claus Is Comin' To Town_Faith Hill","2018-12-02","04:03:00","2018-12-02 04:03:00","https://i.iheart.com/v3/catalog/track/1061394?ops=fit(100,100)"
"Santa Claus Is Comin' To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Faith Hill","Santa Claus Is Comin' To Town_Faith Hill","2018-12-02","02:13:00","2018-12-02 02:13:00","https://i.iheart.com/v3/catalog/track/1061394?ops=fit(100,100)"
"Santa Claus Is Comin' To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Faith Hill","Santa Claus Is Comin' To Town_Faith Hill","2018-12-01","03:38:00","2018-12-01 03:38:00","https://i.iheart.com/v3/catalog/track/1061394?ops=fit(100,100)"
"Santa Claus Is Comin' To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Faith Hill","Santa Claus Is Comin' To Town_Faith Hill","2018-12-01","01:47:00","2018-12-01 01:47:00","https://i.iheart.com/v3/catalog/track/1061394?ops=fit(100,100)"
"Santa Claus Is Comin' to Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Mariah Carey","Santa Claus Is Comin' to Town_Mariah Carey","2018-12-04","09:43:00","2018-12-04 09:43:00","https://i.iheart.com/v3/catalog/track/20275032?ops=fit(100,100)"
"Santa Claus Is Comin' to Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Mariah Carey","Santa Claus Is Comin' to Town_Mariah Carey","2018-12-03","15:29:00","2018-12-03 15:29:00","https://i.iheart.com/v3/catalog/track/20275032?ops=fit(100,100)"
"Santa Claus Is Comin' to Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Mariah Carey","Santa Claus Is Comin' to Town_Mariah Carey","2018-12-03","08:35:00","2018-12-03 08:35:00","https://i.iheart.com/v3/catalog/track/20275032?ops=fit(100,100)"
"Santa Claus Is Comin' to Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Mariah Carey","Santa Claus Is Comin' to Town_Mariah Carey","2018-12-02","18:52:00","2018-12-02 18:52:00","https://i.iheart.com/v3/catalog/track/20275032?ops=fit(100,100)"
"Santa Claus Is Comin' to Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Mariah Carey","Santa Claus Is Comin' to Town_Mariah Carey","2018-12-02","13:49:00","2018-12-02 13:49:00","https://i.iheart.com/v3/catalog/track/20275032?ops=fit(100,100)"
"Santa Claus Is Comin' to Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Mariah Carey","Santa Claus Is Comin' to Town_Mariah Carey","2018-12-01","22:36:00","2018-12-01 22:36:00","https://i.iheart.com/v3/catalog/track/20275032?ops=fit(100,100)"
"Santa Claus Is Comin' to Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Mariah Carey","Santa Claus Is Comin' to Town_Mariah Carey","2018-12-01","11:25:00","2018-12-01 11:25:00","https://i.iheart.com/v3/catalog/track/20275032?ops=fit(100,100)"
"Santa Claus Is Comin' to Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Mariah Carey","Santa Claus Is Comin' to Town_Mariah Carey","2018-12-01","06:35:00","2018-12-01 06:35:00","https://i.iheart.com/v3/catalog/track/20275032?ops=fit(100,100)"
"Santa Claus Is Comin' to Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Mariah Carey","Santa Claus Is Comin' to Town_Mariah Carey","2018-11-30","19:20:00","2018-11-30 19:20:00","https://i.iheart.com/v3/catalog/track/20275032?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Frank Sinatra & Cyndi Lauper","Santa Claus Is Coming To Town_Frank Sinatra & Cyndi Lauper","2018-12-05","10:57:00","2018-12-05 10:57:00","https://i.iheart.com/v3/catalog/track/571729?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Frank Sinatra & Cyndi Lauper","Santa Claus Is Coming To Town_Frank Sinatra & Cyndi Lauper","2018-12-05","06:05:00","2018-12-05 06:05:00","https://i.iheart.com/v3/catalog/track/571729?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Frank Sinatra & Cyndi Lauper","Santa Claus Is Coming To Town_Frank Sinatra & Cyndi Lauper","2018-12-04","14:21:00","2018-12-04 14:21:00","https://i.iheart.com/v3/catalog/track/571729?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Frank Sinatra & Cyndi Lauper","Santa Claus Is Coming To Town_Frank Sinatra & Cyndi Lauper","2018-12-04","13:35:00","2018-12-04 13:35:00","https://i.iheart.com/v3/catalog/track/571729?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Frank Sinatra & Cyndi Lauper","Santa Claus Is Coming To Town_Frank Sinatra & Cyndi Lauper","2018-12-03","22:06:00","2018-12-03 22:06:00","https://i.iheart.com/v3/catalog/track/571729?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Frank Sinatra & Cyndi Lauper","Santa Claus Is Coming To Town_Frank Sinatra & Cyndi Lauper","2018-12-03","11:37:00","2018-12-03 11:37:00","https://i.iheart.com/v3/catalog/track/571729?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Frank Sinatra & Cyndi Lauper","Santa Claus Is Coming To Town_Frank Sinatra & Cyndi Lauper","2018-12-03","09:00:00","2018-12-03 09:00:00","https://i.iheart.com/v3/catalog/track/571729?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Frank Sinatra & Cyndi Lauper","Santa Claus Is Coming To Town_Frank Sinatra & Cyndi Lauper","2018-12-03","08:05:00","2018-12-03 08:05:00","https://i.iheart.com/v3/catalog/track/571729?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Frank Sinatra & Cyndi Lauper","Santa Claus Is Coming To Town_Frank Sinatra & Cyndi Lauper","2018-12-02","16:01:00","2018-12-02 16:01:00","https://i.iheart.com/v3/catalog/track/571729?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Frank Sinatra & Cyndi Lauper","Santa Claus Is Coming To Town_Frank Sinatra & Cyndi Lauper","2018-12-02","05:35:00","2018-12-02 05:35:00","https://i.iheart.com/v3/catalog/track/571729?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Frank Sinatra & Cyndi Lauper","Santa Claus Is Coming To Town_Frank Sinatra & Cyndi Lauper","2018-12-01","19:39:00","2018-12-01 19:39:00","https://i.iheart.com/v3/catalog/track/571729?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Frank Sinatra & Cyndi Lauper","Santa Claus Is Coming To Town_Frank Sinatra & Cyndi Lauper","2018-12-01","12:20:00","2018-12-01 12:20:00","https://i.iheart.com/v3/catalog/track/571729?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Frank Sinatra & Cyndi Lauper","Santa Claus Is Coming To Town_Frank Sinatra & Cyndi Lauper","2018-12-01","07:49:00","2018-12-01 07:49:00","https://i.iheart.com/v3/catalog/track/571729?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Frank Sinatra & Cyndi Lauper","Santa Claus Is Coming To Town_Frank Sinatra & Cyndi Lauper","2018-11-30","22:11:00","2018-11-30 22:11:00","https://i.iheart.com/v3/catalog/track/571729?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Frank Sinatra & Cyndi Lauper","Santa Claus Is Coming To Town_Frank Sinatra & Cyndi Lauper","2018-11-30","20:15:00","2018-11-30 20:15:00","https://i.iheart.com/v3/catalog/track/571729?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","James Taylor","Santa Claus Is Coming To Town_James Taylor","2018-12-03","00:41:00","2018-12-03 00:41:00","https://i.iheart.com/v3/catalog/track/19703355?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Michael Bublé","Santa Claus Is Coming To Town_Michael Bublé","2018-12-05","17:58:00","2018-12-05 17:58:00","https://i.iheart.com/v3/catalog/track/28801197?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Michael Bublé","Santa Claus Is Coming To Town_Michael Bublé","2018-12-05","09:22:00","2018-12-05 09:22:00","https://i.iheart.com/v3/catalog/track/28801197?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Michael Bublé","Santa Claus Is Coming To Town_Michael Bublé","2018-12-05","04:51:00","2018-12-05 04:51:00","https://i.iheart.com/v3/catalog/track/28801197?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Michael Bublé","Santa Claus Is Coming To Town_Michael Bublé","2018-12-05","02:23:00","2018-12-05 02:23:00","https://i.iheart.com/v3/catalog/track/28801197?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Michael Bublé","Santa Claus Is Coming To Town_Michael Bublé","2018-12-05","00:21:00","2018-12-05 00:21:00","https://i.iheart.com/v3/catalog/track/28801197?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Michael Bublé","Santa Claus Is Coming To Town_Michael Bublé","2018-12-04","19:49:00","2018-12-04 19:49:00","https://i.iheart.com/v3/catalog/track/28801197?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Michael Bublé","Santa Claus Is Coming To Town_Michael Bublé","2018-12-04","15:48:00","2018-12-04 15:48:00","https://i.iheart.com/v3/catalog/track/28801197?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Michael Bublé","Santa Claus Is Coming To Town_Michael Bublé","2018-12-04","12:19:00","2018-12-04 12:19:00","https://i.iheart.com/v3/catalog/track/28801197?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Michael Bublé","Santa Claus Is Coming To Town_Michael Bublé","2018-12-04","08:34:00","2018-12-04 08:34:00","https://i.iheart.com/v3/catalog/track/28801197?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Michael Bublé","Santa Claus Is Coming To Town_Michael Bublé","2018-12-04","03:23:00","2018-12-04 03:23:00","https://i.iheart.com/v3/catalog/track/28801197?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Michael Bublé","Santa Claus Is Coming To Town_Michael Bublé","2018-12-04","01:32:00","2018-12-04 01:32:00","https://i.iheart.com/v3/catalog/track/28801197?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Michael Bublé","Santa Claus Is Coming To Town_Michael Bublé","2018-12-03","20:53:00","2018-12-03 20:53:00","https://i.iheart.com/v3/catalog/track/28801197?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Michael Bublé","Santa Claus Is Coming To Town_Michael Bublé","2018-12-03","13:54:00","2018-12-03 13:54:00","https://i.iheart.com/v3/catalog/track/28801197?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Michael Bublé","Santa Claus Is Coming To Town_Michael Bublé","2018-12-03","10:51:00","2018-12-03 10:51:00","https://i.iheart.com/v3/catalog/track/28801197?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Michael Bublé","Santa Claus Is Coming To Town_Michael Bublé","2018-12-03","04:40:00","2018-12-03 04:40:00","https://i.iheart.com/v3/catalog/track/28801197?ops=fit(100,100)"
"Santa Claus Is Coming To Town",1934,"John Frederick Coots, Haven Gillespie ","Santa Claus Is Coming To Town","Michael Bublé","Santa Claus Is Coming To Town_Michael Bublé","2018-12-03","02:44:00","2018-12-03 02:44:00","https://i.iheart.com/v3/catalog/track/28801197?ops=fit(100,100)"
